Island,384,1,6592,2102
Island,385,255,6534,2196
Island,385,1,6552,2190
Island,386,1,6562,2233
Island,387,180,6690,2097
Island,387,1,6704,2096
Island,391,36,6561,2282
Island,395,13,4141,1953
Island,395,2,4147,1962
Island,395,1,4148,1964
Island,395,1,4146,1961
Island,395,1,4140,1952
Island,399,17,6241,2082
Island,401,1,6693,2291
Island,401,1,3956,1959
Island,404,1,3925,1942
Island,425,75,6055,1981
Island,436,1,1814,1793
Island,439,1,1816,1791
Island,461,590,6184,2182
Island,464,91,4032,2114
Island,476,1,1757,1963
Island,479,1,1774,1975
Island,480,3,1798,1984
Island,480,2,1791,1982
Island,480,2,1788,1981
Island,480,1,1795,1983
Island,485,1,2337,1566
Island,487,1,2338,1565
Island,492,1,2340,1558
Island,492,1,2341,1557
Island,497,1,4816,1565
Island,498,1,4808,1550
Island,499,4,4677,1513
Island,499,3,4675,1515
Island,499,2,4792,1537
Island,499,2,4680,1512
Island,499,2,4682,1511
Island,499,1,4790,1536
Island,499,1,4740,1517
Island,499,1,4737,1515
Island,499,1,4734,1513
Island,499,1,4732,1512
Island,499,1,4684,1510
Island,499,1,4687,1509
Island,499,1,4724,1508
Island,499,1,4721,1507
Island,513,2,2325,1511
Island,530,16,4645,1778
Island,530,6,4640,1777
Island,530,1,4639,1776
Island,536,194,1937,2039
Island,555,1,2202,1593
Island,563,1,2220,1575
Island,567,1,2292,1553
Island,570,1,2249,1556
Island,578,100,4327,2089
Island,583,1,4242,2121
Island,606,1,6532,1945
Island,607,1,6431,2398
Island,608,1,6409,2385
Island,608,1,6408,2384
Island,609,1,6382,2349
Island,610,1,6369,2356
Island,610,1,6759,2235
Island,615,52,6311,1940
Island,618,1,1688,1777
Island,618,1,1689,1775
Island,621,21,4273,1696
Island,641,1,4150,1741
Island,642,1,4143,1745
Island,643,1,4135,1750
Island,645,23,4477,1576
Island,646,1,4112,1765
Island,650,1,4079,1790
Island,652,1,4023,1858
Island,652,1,4057,1810
Island,652,1,4058,1809
Island,695,72,2169,2620
Island,720,23,2156,2672
Island,764,595,6970,2220
Island,772,619,6735,2097
Island,773,1,2267,2675
Island,774,1,2224,2732
Island,779,423,6606,1992
Island,800,337,1863,2203
Island,812,15,6621,1951
Island,815,64,2144,2648
Island,818,30,2127,2629
Island,825,35,2120,2699
Island,834,479,1858,2214
Island,835,3,4823,1816
Island,846,96,6907,2352
Island,850,2,6886,2200
Island,851,54,6886,2195
Island,851,1,6874,2335
Island,857,1,6851,2290
Island,864,46,6718,2184
Island,871,243,4301,1558
Island,875,209,6618,2317
Island,875,1,6676,2316
Island,894,21,2020,2689
Island,908,64,4336,1658
Island,915,381,6631,2308
Island,915,2,1925,1488
Island,915,1,6630,2368
Island,915,1,1926,1487
Island,919,1,6646,2064
Island,922,268,1754,1729
Island,924,1,6648,2066
Island,929,8,4484,1581
Island,931,24,4340,1459
Island,931,22,4475,1598
Island,931,1,4473,1614
Island,931,1,4474,1612
Island,931,1,4481,1596
Island,933,53,4466,1590
Island,934,1,4452,1628
Island,936,105,1827,1600
Island,936,7,1853,1622
Island,936,1,1858,1625
Island,937,32,4477,1634
Island,937,1,4476,1644
Island,938,23,1882,1620
Island,939,22,4538,1631
Island,940,756,4512,1620
Island,940,1,4505,1546
Island,941,198,6812,2369
Island,941,1,6848,2397
Island,941,1,1859,1640
Island,941,1,1858,1639
Island,943,214,6871,2414
Island,943,1,4525,1532
Island,946,1,6829,2394
Island,947,1,6900,2420
Island,949,1,6542,2038
Island,950,228,1981,1562
Island,953,1,4610,1698
Island,953,1,4611,1697
Island,955,192,4583,1668
Island,955,1,4616,1667
Island,958,63,4612,1712
Island,960,265,6385,2419
Island,961,1,4631,1719
Island,963,69,2137,2356
Island,963,2,2343,1382
Island,964,1,6541,2032
Island,965,1,4652,1623
Island,966,2,2336,1413
Island,967,2,6541,2033
Island,968,19,4674,1704
Island,968,17,4261,2269
Island,968,1,4272,2278
Island,968,1,4271,2277
Island,968,1,4260,2268
Island,968,1,4259,2267
Island,968,1,6542,2032
Island,969,317,4665,1691
Island,973,1,6543,2033
Island,975,2,2315,1507
Island,976,3,6302,2429
Island,977,51,1873,1446
Island,977,1,6543,2035
Island,977,1,1881,1445
Island,978,14,2149,2307
Island,978,1,2308,1539
Island,979,2,6547,2039
Island,979,1,1858,1508
Island,981,1,6544,2035
Island,982,22,2337,1510
Island,982,1,2299,1579
Island,983,2,2297,1588
Island,986,8,4373,1636
Island,986,1,4377,1639
Island,986,1,2290,1620
Island,987,1,2325,1570
Island,990,2,4151,2401
Island,990,1,4149,2400
Island,990,1,4147,2399
Island,990,1,4145,2398
Island,990,1,2281,1660
