Island,255,70,5958,1867
Island,266,136,1394,2935
Island,275,73,6177,1799
Island,300,167,5974,1928
Island,399,389,5764,1394
Island,448,47,1578,3168
Island,449,47,1510,3227
Island,461,1,1667,3017
Island,463,588,1657,3099
Island,465,178,1277,2948
Island,468,91,1311,2951
Island,470,1,1301,2998
Island,488,1,1444,3049
Island,489,1,1438,3055
Island,492,99,1922,2392
Island,501,78,1628,3261
Island,511,1,1730,3142
Island,512,2,1883,2939
Island,512,1,1758,3109
Island,512,1,1759,3108
Island,519,1,1737,3027
Island,525,1,2006,2800
Island,530,1,1847,2948
Island,532,11,1967,2767
Island,535,36,2263,3562
Island,539,244,1749,3212
Island,545,1,1701,3317
Island,552,76,1706,3336
Island,553,1,1754,3161
Island,555,68,2315,3488
Island,575,1,1744,2746
Island,577,1,1810,3205
Island,578,2,1811,3208
Island,588,23,1247,3443
Island,588,1,1246,3457
Island,588,1,1254,3441
Island,592,774,2150,3104
Island,604,1,1588,3385
Island,605,1,1825,2854
Island,606,2,1863,2840
Island,615,46,1478,2853
Island,616,2,1827,2691
Island,617,1,1443,2881
Island,624,116,1698,2727
Island,625,19,2023,2741
Island,625,13,1331,3598
Island,626,2,1337,3596
Island,628,4,2115,3562
Island,628,1,2114,3561
Island,631,68,2019,2692
Island,644,20,5767,2730
Island,647,1,2114,3456
Island,663,1,6022,2793
Island,663,1,6023,2792
Island,663,1,6024,2791
Island,671,42,1752,2838
Island,673,100,1763,2849
Island,680,1,2051,2611
Island,684,1,2047,2607
Island,697,41,2018,2614
Island,714,1,1624,3875
Island,715,86,1981,3095
Island,715,1,1619,3869
Island,725,32,1641,3858
Island,731,1,1543,3551
Island,733,1,1552,3528
Island,737,146,1574,3749
Island,741,309,1594,3716
Island,741,48,1582,3709
Island,742,319,4137,1466
Island,742,1,1690,3854
Island,749,197,1621,3702
Island,749,5,1664,3746
Island,749,4,1657,3746
Island,771,1,1605,3539
Island,773,1,1615,3531
Island,776,1,1617,3528
Island,777,3,1742,3763
Island,777,2,1740,3762
Island,777,2,1597,3523
Island,777,1,1596,3525
Island,778,29,5622,1081
Island,778,6,1735,3759
Island,778,1,1740,3761
Island,779,468,5610,1081
Island,780,1,1613,3529
Island,786,408,4386,3045
Island,803,245,4961,2725
Island,832,323,5330,1081
Island,867,2,1958,3574
Island,876,323,4606,2427
Island,888,297,3807,2860
Island,892,1,5593,1124
Island,897,3,4821,2720
Island,955,194,3354,2120
Island,963,501,5740,1494
Island,975,180,6908,3196
Island,995,161,1753,3644
Island,995,151,5418,2244
Island,1005,894,3508,1527
Island,1020,798,3793,1365
Island,1030,603,4095,1250
Island,1030,4,4085,1280
Island,1070,721,5794,2306
Island,1105,105,5492,2927
Island,1110,10,4670,1253
Island,1110,4,4658,1372
Island,1112,7,5488,2908
Island,1117,42,5459,2904
Island,1123,50,5531,2977
Island,1136,337,7464,1846
Island,1137,21,5506,2788
Island,1142,2,7307,1750
Island,1143,1,7310,1748
Island,1143,1,7312,1747
Island,1146,289,6693,1220
Island,1150,14,6482,1394
Island,1152,251,6451,1417
Island,1165,35,4751,1540
Island,1173,1,5547,2840
Island,1179,258,3610,1273
Island,1181,7,5457,2829
Island,1182,31,3622,3318
Island,1183,38,5558,2845
Island,1188,50,7508,1471
Island,1197,473,6334,1867
Island,1197,17,5573,2860
Island,1200,179,6826,3213
Island,1214,11,4806,1709
Island,1235,8,3595,3198
Island,1252,61,3875,3220
Island,1265,70,6182,2737
Island,1268,26,6218,2742
Island,1269,287,4854,1884
Island,1269,98,6162,2733
Island,1270,37,4982,1792
Island,1276,32,3686,3179
Island,1276,1,3966,3302
Island,1280,2,5496,2800
Island,1284,95,6156,2801
Island,1286,8,6097,2990
Island,1287,279,6085,2975
Island,1289,36,7486,1994
Island,1294,8,6124,2837
Island,1296,7,6015,3058
Island,1299,1,5939,2979
Island,1303,1,6029,2882
Island,1310,7,5925,3019
Island,1310,2,5930,3022
Island,1310,1,5933,3024
Island,1310,1,5932,3023
Island,1310,1,5924,3018
Island,1332,1,5890,2878
Island,1338,1,5888,3058
Island,1338,1,5886,3057
Island,1339,191,5877,3050
Island,1343,246,6068,2227
Island,1346,762,4883,1369
Island,1356,448,5086,2171
Island,1361,2,5820,2863
Island,1364,49,5365,2926
Island,1369,49,5281,3028
Island,1371,84,5198,2908
Island,1371,2,5274,3004
Island,1371,1,5197,2928
Island,1372,103,5302,2870
Island,1372,55,5306,2856
Island,1373,24,5349,2909
Island,1373,3,5346,2916
Island,1373,1,5363,2908
Island,1373,1,5365,2907
Island,1380,1,5215,3023
Island,1380,1,5216,3022
Island,1381,145,5155,2925
Island,1381,1,5172,2924
Island,1386,274,5181,2868
Island,1390,259,5128,2905
Island,1392,2,5178,3055
Island,1392,1,5177,3054
Island,1394,384,4704,1182
Island,1408,58,5173,2812
Island,1416,59,5107,2863
Island,1425,72,4500,1140
Island,1426,175,5070,2866
Island,1435,110,4905,2962
Island,1442,77,4959,2945
Island,1442,66,4988,3038
Island,1449,1,5232,2716
Island,1451,1,5221,2724
Island,1452,1,5217,2727
Island,1454,4,4986,2821
Island,1454,1,5212,2732
Island,1455,64,4980,2818
Island,1456,6,4973,2874
Island,1459,1,4878,2838
Island,1461,410,4968,2895
Island,1462,54,4947,2863
Island,1464,10,5080,1500
Island,1465,107,4932,2852
Island,1470,107,5183,1546
Island,1472,29,7065,1536
Island,1485,1,5693,3090
Island,1485,1,5694,3087
Island,1533,7,6170,3093
Island,1542,354,7326,1583
Island,1543,4,6124,2827
Island,1544,70,6115,2826
Island,1546,2,6192,2862
Island,1552,69,5065,3059
Island,1558,17,5088,2792
Island,1569,15,6239,2824
Island,1572,24,6206,2915
Island,1573,57,6211,2989
Island,1584,7,5043,2746
Island,1592,15,5052,2897
Island,1605,54,6917,1429
Island,1610,78,5008,2806
Island,1619,25,6263,2781
Island,1621,9,6258,2968
Island,1630,158,6895,1408
Island,1631,19,6257,2751
Island,1635,41,6279,2783
Island,1638,24,5036,2949
Island,1643,47,5015,2760
Island,1643,13,5052,2964
Island,1645,23,6294,2983
Island,1652,3,5026,2732
Island,1653,24,5024,2731
Island,1660,1,6322,2836
Island,1661,20,5007,2763
Island,1664,22,6368,2058
Island,1670,36,6251,2004
Island,1672,24,4911,1281
Island,1676,61,5003,2959
Island,1696,58,6657,1319
Island,1699,36,5030,1604
Island,1699,9,5085,2208
Island,1701,47,4694,1326
Island,1702,7,4851,1683
Island,1717,27,6313,2736
Island,1725,1,6721,1233
Island,1726,151,6234,1821
Island,1728,45,4892,1806
Island,1730,75,4944,1925
Island,1730,1,5574,2997
